번호                                                                                                                                       (01.6월 기준),주소
427,서울특별시 용산구 이촌로 이촌동 주민센터(이촌동대림아파트방면) 버스정류장(03-91) 
428,서울특별시 용산구 이촌로 이촌동 주민센터(이촌동부영주유소방면) 버스정류장(03-90)
429,서울특별시 용산구 이촌로 대림아파트 버스정류장(03-93)(새남터성당입구횡단보도)
430,서울특별시 용산구 이촌로 강변맨션앞 버스정류장(03-95)
431,서울특별시 용산구 이촌로 동아아파트 건너편 버스정류장(03-94 함흥냉면 앞)
432,서울특별시 용산구 서빙고로 (구)용산중대병원앞 버스정류장(03-59)
433,서울특별시 용산구 서빙고로 용산공업고등학교앞 횡단보도
434,서울특별시 용산구 서빙고로 이촌역 번출구
435,서울특별시 용산구 서빙고로 온누리교회앞 버스정류장(03-78)
436,서울특별시 용산구 서빙고로 철우아파트 옆 버스정류장(03-61)
437,서울특별시 용산구 서빙고로 국립중앙박물관 정문앞 횡단보도
438,서울특별시 용산구 서빙고로 국립중앙박물관 버스정류장(가족공원쪽)(03-66)
439,서울특별시 용산구 후암로 후암로1채가네볼태기앞
440,서울특별시 용산구 후암로 후암시장(우측)입구 횡단보도앞
441,서울특별시 용산구 독서당로 한남시범아파트버스정류장(03-11)
442,"서울특별시 용산구 청파로 서울역공항철도15번출구,국립극단버스정류장(03-345)"
443,서울특별시 용산구 한남대로 한남치안센터옆 공원입구
444,서울특별시 용산구 한남대로 한남오거리(순천향대학방면-북한남삼거리방면) 버스정류장(03-166)
445,서울특별시 용산구 녹사평대로 한강중학교(반포한강공원방면) 버스정류장(03-156)
446,서울특별시 용산구 녹사평대로 한강중학교건너편(용산구청방면) 버스정류장(03-155)
447,"서울특별시 용산구 녹사평대로 용산구청,크라운 호텔(한강중학교앞방면) 버스정류장(03-154)"
448,"서울특별시 용산구 녹사평대로 용산구청,크라운 호텔(국군재정관리단방면) 버스정류장(03-153)"
449,"서울특별시 용산구 녹사평대로 국군재정관리단앞(이태원동남산대림아파트,용산동아파트방면) 버스정류장(03-15)"
450,"서울특별시 용산구 녹사평대로 해방촌(용산구청,크라운호텔방면) 버스정류장(03-151)"
451,서울특별시 용산구 녹사평대로 용암초등학교입구(남산3호터널앞) 버스정류장(03-148)
452,"서울특별시 용산구 이촌로 방태산식당앞(이촌동주민센터,문화시설보건소셔틀버스정류장)"
453,서울특별시 용산구 소월로 남산도서관앞(두텁바위마을표지석앞) 버스정류장(03-168)
454,서울특별시 용산구 소월로 남산도서관(백범광장방면) 버스정류장(03-167)
455,서울특별시 용산구 소월로 후암약수터(보성여중고입구방면) 버스정류장(03-170)
456,서울특별시 용산구 소월로 보성여중고입구(후암약수터방면) 버스정류장(03-171)
457,서울특별시 용산구 소월로 남산체육관(하얏트호텔방면) 버스정류장(03-174)
458,서울특별시 용산구 소월로 하얏트 호텔(남산체육관방면) 버스정류장(03-175)이광희뷰티크건너편
459,"서울특별시 용산구 소월로 하얏트 호텔(서울시중부기술교육원,블루스퀘어방면) 버스정류장(03-176)"
460,"서울특별시 용산구 소월로 보성여중고입구(용암초등학교,이태원동주민센터방면) 버스정류장(용산가동주민센타올라오는계단끝)(03-17)"
461,서울특별시 용산구 한강대로 LG유플러스앞 횡단보도(도심)
462,서울특별시 용산구 한강대로 한강로 가 -5(한강로 블루컷앞)
463,서울특별시 용산구 한강대로 한강로 가 -5(한강로 블루컷 건너편 용산역방향 횡단보도)
464,서울특별시 용산구 한강대로 용산우체국앞( 택시정류장앞 )
465,서울특별시 용산구 새창로 신용산역 마을버스정류장(03-561)
466,서울특별시 용산구 한강대로 KT 용산지점 마을버스정류장(03-564) 횡단보도
467,서울특별시 용산구 한강대로 KT 앞 중앙버스정류장 횡단보도(피터팬부동산)
468,서울특별시 용산구 청파로 숙대입구역 버스정류장(03-9)
469,서울특별시 용산구 한강대로 삼각지 안전지대 횡단보도 (LG자이아파트 앞 )
470,서울특별시 용산구 한강대로 아웃백스테이크하우스 남영점앞
471,서울특별시 용산구 한강대로 신한은행 숙명여대입구역점앞(서울역방면)
472,서울특별시 용산구 한강대로 갈월동 갑을빌딩 앞(왕십리뉴타운1구역모델하우스)
473,서울특별시 용산구 한강대로 갈월동 숙대입구 지하철역 9번출구앞
474,서울특별시 용산구 한강대로 숙명여대 중앙버스정류장(롯데리아 앞)
475,서울특별시 용산구 한강대로 남영역 고려빌딩 앞 (우)
476,서울특별시 용산구 한강대로 게이트웨이타워 버스정류장(03-198) 옆 횡단보도
477,서울특별시 용산구 한강대로 남영역 마을버스정류장 (03-535)
478,서울특별시 용산구 한강대로 남영역 앞 횡단보도
479,서울특별시 용산구 한강대로 한강로가 5-6(용산M치과의원 건너편 횡단보도)
480,서울특별시 용산구 한강대로 한강로동 베르가모(농협앞) 버스정류장(03-1)
481,서울특별시 용산구 한강대로 베르가모앞 택시정류장
482,서울특별시 용산구 한강대로 용산역앞 횡단보도 건너편
483,서울특별시 용산구 한강대로 신용산지하차도입구 파리바게트 횡단보도앞
484,서울특별시 용산구 한강대로 용사의집앞 횡단보도(가로판매점앞)
485,"서울특별시 용산구 독서당로 한남역,용산노인종합복지관(한남동 하이페리온방면) 버스정류장(03-85)"
486,서울특별시 용산구 대사관로 순천향 병원 택시정류장
487,서울특별시 용산구 효창원로 원효로 동 주민센터 버스정류장(03-304)
488,서울특별시 용산구 보광로 보광동 신동아아파트(기업은행보광동지점방면) 버스정류장(03-77)
489,서울특별시 용산구 소월로 하얏트호텔 정문앞 마을버스정류장(용산03)
490,서울특별시 용산구 독서당6길 한남동 동원베네스트 사잇길 옆 쉼터
491,"서울특별시 용산구 독서당로 한남동(한남시범아파트방면) 버스정류장(03-13)(현대리버티하우스,KEB하나은행앞)"
492,서울특별시 용산구 녹사평대로 보금사에서 스시바얼이태원점앞(녹사평산악회앞)
493,서울특별시 용산구 녹사평대로 금호타이어한남대리점(시드니씨푸드)앞(경리단입구3호터널방향)
494,서울특별시 용산구 이태원로 한강진역 1번출구앞 (용산국제학교입구)
495,서울특별시 용산구 소월로 소월로168번지(고엽제사무실옆)
496,서울특별시 용산구 보광로 한국폴리텍1대학 버스정류장(03-81)
497,서울특별시 용산구 한남대로 도이치모터스(BMW) 매장앞
498,서울특별시 용산구 이태원로 녹사평역 1번출구앞 버스정류장(03-54)
499,서울특별시 용산구 대사관로 순천향 병원 진출로 옆 인도
500,서울특별시 용산구 대사관로 순천향 병원 진입로 옆 인도
501,서울특별시 용산구 이촌로 이촌동부영주유소 건너편 버스정류장(03-88)
502,서울특별시 용산구 이촌로 이촌1동 충신교회앞 버스정류장(03-16) 
503,서울특별시 용산구 한강대로 콩나물국밥 시루향기 4시 횡단보도앞
504,서울특별시 용산구 청파로 청파로 50(남영역03-30버스정류장옆)앞 횡단보도
505,서울특별시 용산구 소월로 소월로168번지(대한민국고엽제전우회앞)
506,서울특별시 용산구 소월로 하얏트호텔 정문앞 마을버스정류장(용산03)
507,서울특별시 용산구 이태원로 녹사평역 3번 출구 앞( 직진~3미터횡단보도앞 )
508,서울특별시 용산구 이태원로 녹사평역 3번 출구 앞( 직진~3미터횡단보도앞 )
509,서울특별시 용산구 이태원로 이태원입구(수지스건너편) 공중화장실앞
510,서울특별시 용산구 이태원로 이태원입구(수지스건너편) 공중화장실앞
511,서울특별시 용산구 이태원로 이태원버스정류장(03-189) 아디다스 OFS점 앞
512,서울특별시 용산구 이태원로 이태원버스정류장(03-189) 아디다스 OFS점 앞
513,서울특별시 용산구 이태원로 이태원버스정류장(03-188)
514,서울특별시 용산구 이태원로 이태원버스정류장(03-188)
515,서울특별시 용산구 이태원로 국제아케이드건물 앞 횡단보도
516,서울특별시 용산구 이태원로 국제아케이드건물 앞 횡단보도
517,서울특별시 용산구 이태원로 ABC마트(신발가게)앞
518,서울특별시 용산구 이태원로 ABC마트(신발가게)앞
519,서울특별시 용산구 이태원로 미스전콜렉션앞 횡단보도
520,서울특별시 용산구 이태원로 미스전콜렉션앞 횡단보도
521,서울특별시 용산구 이태원로 해밀턴호텔 버스정류장(03-190)
522,서울특별시 용산구 이태원로 해밀턴호텔 버스정류장(03-190)
523,서울특별시 용산구 이태원로 이태원역 번 출구 (해밀턴호텔정문앞횡단보도)
524,서울특별시 용산구 이태원로 이태원역 번 출구 (해밀턴호텔정문앞횡단보도)
525,서울특별시 용산구 이태원로 이태원역 3번 출구 (올리브영 횡단보도앞)
526,서울특별시 용산구 이태원로 이태원역 3번 출구 (올리브영 횡단보도앞)
527,서울특별시 용산구 이태원로 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도
528,서울특별시 용산구 이태원로 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도
529,서울특별시 용산구 이태원로 이태원 119 안전센타 버스정류장(03-19)
530,서울특별시 용산구 이태원로 이태원 119 안전센타 버스정류장(03-19)
531,서울특별시 용산구 한남대로 제일기획실앞 횡단보도
532,서울특별시 용산구 한남대로 제일기획실앞 횡단보도
533,서울특별시 용산구 한남대로 시화담그릴(이태원로54(한남동683-130)앞
534,서울특별시 용산구 한남대로 시화담그릴(이태원로54(한남동683-130)앞
535,서울특별시 용산구 한남대로 삼성미술관 리움 택시정류장(폭스바겐건너편)
536,서울특별시 용산구 한남대로 삼성미술관 리움 택시정류장(폭스바겐건너편)
537,서울특별시 용산구 녹사평대로 이태원광장 녹사평역방향 횡단보도(좌측)
538,서울특별시 용산구 녹사평대로 이태원광장 녹사평역방향 횡단보도(좌측)
539,서울특별시 용산구 녹사평대로 용산구청 셔틀버스 정류장
540,서울특별시 용산구 녹사평대로 용산구청 셔틀버스 정류장
541,서울특별시 용산구 보광로 보광동입구(한국폴리텍1대학방면) 버스정류장(03-83)
542,서울특별시 용산구 보광로 보광동입구(한국폴리텍1대학방면) 버스정류장(03-83)
543,서울특별시 용산구 한남대로 한강진역 블루스퀘어 버스정류장(03-197)
544,서울특별시 용산구 한남대로 한강진역 블루스퀘어 버스정류장(03-197)
545,서울특별시 용산구 한남대로 순천향대학병원(블루스퀘어방면) 버스정류장(03-16)
546,서울특별시 용산구 한남대로 순천향대학병원(블루스퀘어방면) 버스정류장(03-16)
547,서울특별시 용산구 한남대로 순천향대학병원(서초IC방면) 버스정류장(03-164)
548,서울특별시 용산구 한남대로 순천향대학병원(서초IC방면) 버스정류장(03-164)
549,서울특별시 용산구 한남대로 순천향대학병원(서초IC방면) 버스정류장(03-164)
550,서울특별시 용산구 한남대로 순천향대학병원(서초IC방면) 버스정류장(03-164)
551,"서울특별시 용산구 한남대로 순천향대학병원,한남오거리(신사역방면) 버스정류장(03-165)"
552,"서울특별시 용산구 한남대로 순천향대학병원,한남오거리(신사역방면) 버스정류장(03-165)"
